T_B_SCR,T_SCR_T1,T_SCR_T2,T_SCR_T3,T_SCR_T4,T_SCR_T5,T_A_SCR,,NO,NO2,N2O,H2O,NH3,,DTIUreaflowdmnd,DTIUreaflowsubm,,PTScrureamassflow,PTUreaflowdesired,,PTScrmassflow
?C,?C,?C,?C,?C,?C,?C,,ppm,ppm,ppm,ppm,ppm,,Real,Real,,Real,Real,,Real
Raw,Raw,Raw,Raw,Raw,Raw,Raw,,Raw,Raw,Raw,Raw,Raw,,Raw,Raw,,Raw,Raw,,Raw
193.8170493,199.123313,-271.5107821,199.3772345,199.4002307,-271.0875332,174.1265998,,43.15,0.09,9.96,0,33.18,,22,1,,21.25,22,,18.8125
193.84012,199.123313,-271.5107821,199.3772345,199.4232987,-271.0875332,174.1265998,,36.08,-0.44,9.96,0,33.68,,22,1,,21.25,22,,18.8125
193.9093321,199.123313,-271.5107821,199.3541691,199.4232987,-271.0875332,174.1265998,,36.91,-0.44,10,0,35.87,,22,1,,21.4375,22,,18.84375
194.0477564,199.1463837,-271.5107821,199.3541691,199.4232987,-271.0875332,174.1265998,,40.41,0.03,10.09,0,35.82,,22,1,,21.25,22,,18.8125
194.1169685,199.1694544,-271.5107821,199.3541691,199.4232987,-271.0875332,174.1265998,,41.83,-0.07,10.01,0,33.46,,22,1,,21.25,22,,18.8125
194.1400392,199.1694544,-271.5107821,199.3541691,199.4232987,-271.0875332,174.1265998,,41.97,-0.36,10.13,0,32.5,,22,1,,21.25,22,,18.84375
194.1400392,199.123313,-271.5107821,199.3080383,199.3310265,-271.0875332,174.1035397,,40.75,-0.53,10.17,0,30.88,,22,1,,21.25,22,,18.8125
194.1400392,199.0771715,-271.5107821,199.2849729,199.3079585,-271.0875332,174.1035397,,41.36,0.02,10.07,0,29.52,,22,1,,21.25,22,,18.8125
194.1400392,199.0541008,-271.5107821,199.2849729,199.3079585,-271.0875332,174.1035397,,39.74,-0.19,9.82,0,32.36,,22,1,,21.03125,22,,18.875
194.1631099,199.0541008,-271.5107821,199.2849729,199.3079585,-271.0875332,174.1035397,,38.91,0.31,9.98,0,34.12,,22,1,,21.25,22,,18.84375
194.1861806,199.0541008,-271.5107821,199.2849729,199.3079585,-271.0875332,174.1035397,,43,-0.72,10.18,0,32.91,,22,1,,21.25,22,,18.8125
194.2092514,199.0541008,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0804796,,39.02,-0.36,9.37,0,31.78,,22,1,,21.25,22,,18.78125
194.2323221,199.0310301,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0804796,,41.91,-0.51,9.68,0,34.26,,22,1,,21.25,22,,18.78125
194.2323221,199.0310301,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0804796,,38.82,0.29,10.06,0,34.77,,22,1,,21.03125,22,,18.84375
194.2553928,199.0310301,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0804796,,41.02,0.13,9.46,0,33.86,,22,1,,21.28125,22,,18.84375
194.2553928,199.0310301,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0804796,,36.2,0.34,9.6,0,32.9,,22,1,,21.03125,22,,18.8125
194.2553928,199.0310301,-271.5107821,199.2849729,199.3310265,-271.0875332,174.0804796,,38.85,0.12,9.31,0,31.46,,22,1,,21.4375,22,,18.8125
194.2553928,199.0079594,-271.5107821,199.2849729,199.3310265,-271.0875332,174.0343595,,39.87,-0.91,9.83,0,31.07,,22,1,,21.4375,22,,18.84375
194.2553928,199.0079594,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0112994,,40.18,-0.83,9.76,0,33.07,,22,1,,21.4375,22,,18.84375
194.2553928,199.0079594,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0112994,,40.47,-0.82,9.48,0,33.78,,22,1,,21.4375,22,,18.8125
194.2553928,199.0079594,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0112994,,37.81,0.17,9.6,0,33.72,,22,1,,21.25,22,,18.84375
194.2784635,199.0079594,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0112994,,38.33,-0.09,10.12,0,33.2,,22,1,,21.28125,22,,18.8125
194.2784635,199.0079594,-271.5107821,199.2849729,199.2848904,-271.0875332,174.0112994,,39.04,-0.49,9.57,0,31.78,,22,1,,21.03125,22,,18.84375
194.2784635,199.0079594,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0112994,,35.62,0.33,10.11,0,31.18,,22,1,,21.28125,22,,18.84375
194.2784635,199.0079594,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0112994,,38.05,-0.02,9.3,0,29.05,,22,1,,21.03125,22,,18.84375
194.2784635,199.0310301,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0343595,,41.58,-0.64,10.02,0,28.51,,22,1,,21.28125,22,,18.84375
194.2784635,199.0541008,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0343595,,42.34,-0.71,10.16,0,28.7,,22,1,,21.25,22,,18.8125
194.2784635,199.0541008,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0343595,,40.53,-0.39,9.39,0,28.76,,22,1,,21.03125,22,,18.8125
194.2784635,199.0541008,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0343595,,43.28,0.73,9.96,0,28.49,,22,1,,21.03125,22,,18.84375
194.2784635,199.0541008,-271.5107821,199.2849729,199.3079585,-271.0875332,174.0343595,,41.8,-0.09,9.84,0,28.46,,22,1,,21.28125,22,,18.8125
194.2784635,199.0541008,-271.5107821,199.2849729,199.2848904,-271.0875332,174.0343595,,40.09,-1.06,10.17,0,28.68,,22,1,,21.28125,22,,18.8125
194.2784635,199.0310301,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,39.57,-0.91,9.71,0,28.76,,22,1,,21.28125,22,,18.8125
194.2784635,199.0079594,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,42.61,0.1,9.75,0,28.49,,22,1,,21.28125,22,,18.84375
194.3015342,199.0310301,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,41.65,-0.85,10.08,0,28.38,,22,1,,21.03125,22,,18.84375
194.3015342,199.0310301,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,40.48,-0.29,9.6,0,28.4,,22,1,,21.03125,22,,18.78125
194.3015342,199.0310301,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,42.95,-0.09,9.9,0,31.08,,22,1,,21.28125,22,,18.8125
194.3015342,199.0310301,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,39.63,0.08,10.18,0,33.76,,22,1,,21.4375,22,,18.78125
194.3246049,199.0310301,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,43.42,0.04,9.98,0,32.64,,22,1,,21.25,22,,18.84375
194.3476756,199.0310301,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,43.1,-0.07,10.42,0,30.91,,22,1,,21.4375,22,,18.8125
194.3476756,199.0310301,-271.5107821,199.2619075,199.2848904,-271.0875332,174.0343595,,41.35,0.23,9.92,0,29.67,,22,1,,21.03125,22,,18.78125
194.3476756,199.0310301,-271.5107821,199.2388421,199.2848904,-271.0875332,174.0343595,,43.14,-0.07,10.12,0,28.73,,22,1,,21.4375,22,,18.8125
194.3246049,199.0310301,-271.5107821,199.2388421,199.2848904,-271.0875332,174.0343595,,41.91,-1.01,10.26,0,28.83,,22,1,,21.28125,22,,18.8125
194.3246049,199.0310301,-271.5107821,199.2388421,199.2848904,-271.0875332,174.0343595,,42.44,-0.65,9.88,0,28.26,,22,1,,21.03125,22,,18.78125
194.2784635,198.9848887,-271.5107821,199.2388421,199.3079585,-271.0875332,174.0343595,,40.19,-0.26,10,0,28.77,,22,1,,21.28125,22,,18.78125
194.2553928,198.9848887,-271.5107821,199.2388421,199.2848904,-271.0875332,174.0343595,,40.47,-0.04,10.05,0,28.52,,22,1,,21.03125,22,,18.8125
194.2323221,198.9848887,-271.5107821,199.2388421,199.2848904,-271.0875332,174.0343595,,43.34,0.31,9.72,0,28.65,,22,1,,21.03125,22,,18.78125
194.2323221,198.9848887,-271.5107821,199.2157767,199.2848904,-271.0875332,174.0343595,,38.52,-0.51,9.68,0,32.08,,22,1,,21.28125,22,,18.8125
194.2323221,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,174.0343595,,40.46,0.61,10.29,0,35,,22,1,,21.25,22,,18.8125
194.1861806,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9882394,,38.92,-0.56,9.94,0,33.37,,22,1,,21.03125,22,,18.78125
194.1861806,198.9387473,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9882394,,43.22,-0.46,9.92,0,32.11,,22,1,,21.03125,22,,18.8125
194.2092514,198.9387473,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9882394,,41.47,-0.14,9.89,0,31.19,,22,1,,21.03125,22,,18.8125
194.2092514,198.9387473,-271.5107821,199.1927113,199.2618224,-271.0875332,174.0112994,,36.76,0.11,9.82,0,29.66,,22,1,,21.03125,22,,18.84375
194.2092514,198.9387473,-271.5107821,199.1927113,199.2618224,-271.0875332,174.0112994,,43.66,-0.6,10.32,0,28.45,,22,1,,21.03125,22,,18.8125
194.2323221,198.9387473,-271.5107821,199.1927113,199.2618224,-271.0875332,174.0112994,,37.91,-0.68,10.46,0,27.87,,22,1,,21.03125,22,,18.8125
194.2323221,198.9387473,-271.5107821,199.1927113,199.2618224,-271.0875332,174.0112994,,42.61,-0.12,9.93,0,28.01,,22,1,,21.25,22,,18.78125
194.2323221,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9190591,,41.41,-0.6,10.42,0,28.03,,22,1,,21.25,22,,18.78125
194.2323221,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9190591,,41.59,-0.53,10.04,0,27.86,,22,1,,21.03125,22,,18.78125
194.2323221,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9421192,,43.86,0.03,10.08,0,28.19,,22,1,,21.25,22,,18.78125
194.2323221,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9421192,,37.91,-0.53,10.41,0,28.53,,22,1,,21.4375,22,,18.75
194.2323221,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9421192,,43.29,-0.43,10.01,0,28.15,,22,1,,21.28125,22,,18.84375
194.2323221,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9421192,,42.08,0.21,9.83,0,28.49,,22,1,,21.4375,22,,18.84375
194.2323221,198.961818,-271.5107821,199.1927113,199.2618224,-271.0875332,173.9421192,,42.11,-0.39,10.09,0,27.98,,22,1,,21.4375,22,,18.84375
194.2323221,198.961818,-271.5107821,199.1927113,199.2387543,-271.0875332,173.9651793,,44.16,0.04,9.94,0,27.99,,22,1,,21.03125,22,,18.78125
194.2323221,198.961818,-271.5107821,199.1927113,199.2387543,-271.0875332,173.9651793,,42.39,-0.67,9.93,0,28.19,,22,1,,21.25,22,,18.75
194.2323221,198.961818,-271.5107821,199.1927113,199.2387543,-271.0875332,173.9651793,,42.29,-0.28,9.91,0,28.1,,22,1,,21.4375,22,,18.8125
194.0016149,198.961818,-271.5107821,199.1927113,199.2387543,-271.0875332,173.9651793,,40.86,0.01,9.44,0,27.81,,22,1,,21.4375,22,,18.84375
193.8170493,198.9387473,-271.5107821,199.1927113,199.2387543,-271.0875332,173.9651793,,40.14,0.1,9.41,0,28.26,,22,1,,21.4375,22,,18.84375
193.7478371,198.9387473,-271.5107821,199.1927113,199.2387543,-271.0875332,173.9651793,,40.77,0.14,9.47,0,27.84,,22,1,,21.4375,22,,18.8125
193.7247664,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9421192,,43.82,-0.34,9.74,0,27.69,,22,1,,21.4375,22,,18.84375
193.7247664,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9421192,,41.32,-0.7,9.84,0,28.12,,22,1,,21.4375,22,,18.8125
193.7709078,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,42.11,-1.37,9.87,0,28.16,,22,1,,21.25,22,,18.8125
193.9093321,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,41.8,-0.48,9.49,0,27.86,,22,1,,21.25,22,,18.78125
193.9554735,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9651793,,40.48,-0.13,9.82,0,27.6,,22,1,,21.4375,22,,18.8125
193.9785442,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9882394,,38.7,-1.13,10.06,0,27.75,,22,1,,21.25,22,,18.8125
194.0477564,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,174.0112994,,42.35,-0.62,9.58,0,27.74,,22,1,,21.25,22,,18.78125
194.1169685,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,174.0112994,,40.53,-0.2,9.97,0,28.25,,22,1,,21.4375,22,,18.78125
194.1169685,198.9387473,-271.5107821,199.1696459,199.2387543,-271.0875332,173.9421192,,38.99,-0.08,10.15,0,28.25,,22,1,,21.4375,22,,18.78125
194.1169685,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9651793,,41.5,0.07,9.94,0,28.87,,22,1,,21.4375,22,,18.78125
194.1400392,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9651793,,37.35,-0.57,9.67,0,32.48,,22,1,,21.4375,22,,18.8125
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9651793,,40.97,0.67,10,0,32.95,,22,1,,21.4375,22,,18.78125
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9651793,,41.57,-0.04,9.85,0,32.1,,22,1,,21.4375,22,,18.84375
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,38.22,0.26,10.12,0,30.26,,22,1,,21.25,22,,18.8125
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,38.2,-0.38,9.34,0,28.68,,22,1,,21.25,22,,18.78125
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,38.86,-0.27,9.9,0,28.31,,22,1,,21.4375,22,,18.78125
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,41.19,-0.05,9.35,0,27.78,,22,1,,21.25,22,,18.78125
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,40.05,-0.42,9.83,0,27.69,,22,1,,21.03125,22,,18.75
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,41.43,0.23,10.08,0,27.43,,22,1,,21.03125,22,,18.78125
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,45.44,-0.12,9.86,0,27.61,,22,1,,21.03125,22,,18.75
194.1631099,198.9387473,-271.5107821,199.1465806,199.2156863,-271.0875332,173.9421192,,40.94,-0.06,9.91,0,27.34,,22,1,,21.25,22,,18.75
194.1631099,198.9387473,-271.5107821,199.1235152,199.1926182,-271.0875332,173.9421192,,45.98,-0.19,9.84,0,27.48,,22,1,,21.25,22,,18.78125
194.1631099,198.9156765,-271.5107821,199.1235152,199.1926182,-271.0875332,173.9421192,,41.02,-0.49,10.13,0,27.15,,22,1,,21.25,22,,18.75
194.1631099,198.9156765,-271.5107821,199.1235152,199.1926182,-271.0875332,173.9190591,,38.86,-0.62,10.19,0,27.73,,22,1,,21.03125,22,,18.78125
194.1631099,198.9156765,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,43.6,0.27,10.37,0,27.37,,22,1,,21.25,22,,18.78125
194.1631099,198.9156765,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,43.49,0.17,10.62,0,27.06,,22,1,,21.25,22,,18.78125
194.1631099,198.9156765,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,40.62,-0.09,10.22,0,27.51,,22,1,,21.03125,22,,18.75
194.1631099,198.8926058,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,42.47,-0.07,10.06,0,27.32,,22,1,,21.03125,22,,18.75
194.1631099,198.8926058,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,40.11,0.1,9.67,0,27.44,,22,1,,21.03125,22,,18.8125
194.1631099,198.8926058,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,42.91,-0.7,10.03,0,27.33,,22,1,,21.03125,22,,18.8125
194.1631099,198.8695351,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,41.23,-0.31,9.48,0,27.38,,22,1,,21.03125,22,,18.8125
194.1400392,198.8695351,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,42.8,-0.68,9.71,0,27.49,,22,1,,21.03125,22,,18.8125
194.0938978,198.8695351,-271.5107821,199.1004498,199.1926182,-271.0875332,173.8959991,,42.7,-0.24,10.08,0,27.3,,22,1,,21.28125,22,,18.8125
194.0708271,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.8959991,,43.77,-0.27,9.94,0,27.18,,22,1,,21.03125,22,,18.8125
194.0708271,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.8959991,,41.65,-0.43,10.01,0,27.63,,22,1,,21.4375,22,,18.78125
194.0708271,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.8959991,,42,0.07,10.16,0,27.78,,22,1,,21.03125,22,,18.8125
194.1169685,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.8959991,,42.11,-0.6,10.07,0,27.74,,22,1,,21.28125,22,,18.8125
194.1631099,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.9190591,,41.22,-0.21,10.15,0,27.47,,22,1,,21.28125,22,,18.78125
194.2092514,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.9190591,,43.02,0.31,9.92,0,27.61,,22,1,,21.28125,22,,18.78125
194.2092514,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.9190591,,42.47,-0.45,9.7,0,27.22,,22,1,,21.03125,22,,18.75
194.2092514,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.9190591,,42.14,-0.27,10.23,0,27.31,,22,1,,21.4375,22,,18.78125
194.2323221,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.9190591,,39.34,-0.38,10.18,0,27.77,,22,1,,21.03125,22,,18.75
194.2323221,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.9190591,,38.82,-0.98,10.15,0,27.38,,22,1,,21.4375,22,,18.78125
194.2323221,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.8959991,,43.83,-0.33,9.99,0,27.79,,22,1,,21.4375,22,,18.78125
194.2092514,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.8959991,,39.78,-0.24,9.8,0,27.51,,22,1,,21.28125,22,,18.78125
194.2092514,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.8959991,,43.75,0.04,9.97,0,27.64,,22,1,,21.4375,22,,18.8125
194.2092514,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.872939,,39.54,-0.36,9.97,0,27.78,,22,1,,21.28125,22,,18.78125
194.2323221,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.872939,,41.64,-0.44,9.22,0,27.95,,22,1,,21.28125,22,,18.75
194.2323221,198.8695351,-271.5107821,199.0773844,199.1926182,-271.0875332,173.872939,,43.37,-0.09,9.45,0,27.36,,22,1,,21.28125,22,,18.78125
194.2323221,198.8695351,-271.5107821,199.054319,199.1926182,-271.0875332,173.872939,,40.7,0,10.12,0,27.99,,22,1,,21.03125,22,,18.84375
194.2323221,198.8695351,-271.5107821,199.054319,199.1926182,-271.0875332,173.872939,,40.49,0.03,10.36,0,28.87,,22,1,,21.4375,22,,18.84375
194.2323221,198.8695351,-271.5107821,199.054319,199.1926182,-271.0875332,173.8959991,,42.82,-0.11,9.81,0,28.84,,22,1,,21.03125,22,,18.78125
194.2323221,198.8695351,-271.5107821,199.054319,199.1926182,-271.0875332,173.8959991,,43.47,-0.3,9.59,0,28.48,,22,1,,21.28125,22,,18.78125
194.2323221,198.8695351,-271.5107821,199.054319,199.1695502,-271.0875332,173.8959991,,44.15,-0.2,10.42,0,28.07,,22,1,,21.28125,22,,18.84375
194.2323221,198.8695351,-271.5107821,199.054319,199.1695502,-271.0875332,173.8498789,,39.82,0.23,9.73,0,32.13,,22,1,,21.28125,22,,18.8125
194.2092514,198.8695351,-271.5107821,199.054319,199.1234141,-271.0875332,173.8268189,,42.47,0.08,9.51,0,33.98,,22,1,,21.28125,22,,18.8125
194.1861806,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,42.66,-0.26,10.12,0,32.89,,22,1,,21.4375,22,,18.8125
194.1861806,198.8464644,-271.5107821,199.0081882,199.100346,-271.0875332,173.8268189,,39.01,0.12,9.62,0,36.41,,22,1,,21.4375,22,,18.78125
194.1861806,198.8464644,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,43.49,0.23,9.36,0,36.31,,22,1,,21.28125,22,,18.75
194.1631099,198.8464644,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,39.53,0.18,9.62,0,34.89,,22,1,,21.25,22,,18.78125
194.1631099,198.8464644,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,40.36,0.23,9.99,0,34.55,,22,1,,21.03125,22,,18.78125
194.1631099,198.8464644,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,40.15,-0.24,10.11,0,33.45,,22,1,,21.25,22,,18.75
194.1631099,198.8464644,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,40.96,-0.04,10.6,0,31.71,,22,1,,21.4375,22,,18.75
194.1631099,198.8464644,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,40.25,-0.25,9.79,0,30.22,,22,1,,21.4375,22,,18.75
194.1631099,198.8695351,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,39.48,0.17,9.52,0,29.83,,22,1,,21.03125,22,,18.75
194.1631099,198.8695351,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,41.63,-0.21,9.96,0,33.22,,22,1,,21.25,22,,18.75
194.1631099,198.8695351,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,39.49,-0.38,9.69,0,33.74,,22,1,,21.28125,22,,18.78125
194.1631099,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,40.27,0.45,9.39,0,33.26,,22,1,,21.25,22,,18.8125
194.1631099,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,38.64,-0.07,9.79,0,31.79,,22,1,,21.25,22,,18.78125
194.1631099,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,40.71,-0.19,9.76,0,30.25,,22,1,,21.4375,22,,18.78125
194.1631099,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,41.4,-0.86,9.63,0,29.21,,22,1,,21.4375,22,,18.78125
194.2092514,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,39.02,-0.36,10.07,0,28.35,,22,1,,21.4375,22,,18.75
194.2323221,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,41.28,-0.3,9.74,0,28.39,,22,1,,21.25,22,,18.75
194.2323221,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,38.45,-0.71,9.9,0,28.25,,22,1,,21.25,22,,18.75
194.2323221,198.8695351,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,41.32,-0.12,9.84,0,28,,22,1,,21.4375,22,,18.78125
194.2323221,198.8695351,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8268189,,44.43,-0.58,9.82,0,28.21,,22,1,,21.28125,22,,18.78125
194.2092514,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,41.66,-0.3,10.13,0,28.11,,22,1,,21.4375,22,,18.78125
194.1861806,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,42.6,-0.32,9.4,0,28.04,,22,1,,21.25,22,,18.78125
194.1861806,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,39.72,0.09,10.05,0,27.97,,22,1,,21.4375,22,,18.8125
194.1861806,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,40.73,-0.37,9.24,0,28.12,,22,1,,21.25,22,,18.78125
194.1861806,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,42.65,-0.27,9.4,0,28.4,,22,1,,21.4375,22,,18.75
194.1861806,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,42.22,-0.59,9.86,0,28.13,,22,1,,21.25,22,,18.78125
194.1631099,198.8695351,-271.5107821,199.0312536,199.100346,-271.0875332,173.8268189,,41.86,-0.41,9.5,0,27.5,,22,1,,21.25,22,,18.75
194.0477564,198.8464644,-271.5107821,199.0312536,199.100346,-271.0875332,173.8037588,,39.58,-0.24,9.93,0,28.09,,22,1,,21.03125,22,,18.71875
194.0477564,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.8037588,,40.91,-0.01,9.62,0,27.73,,22,1,,21.25,22,,18.78125
194.0708271,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.8037588,,39.95,0.53,10.47,0,27.7,,22,1,,21.25,22,,18.75
194.0938978,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.8037588,,40.25,-1,9.76,0,27.79,,22,1,,21.25,22,,18.75
194.1631099,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.8037588,,42.11,-0.66,9.9,0,27.4,,22,1,,21.03125,22,,18.8125
194.1631099,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.8037588,,38.95,-0.21,10.15,0,27.6,,22,1,,21.25,22,,18.8125
194.1631099,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.8037588,,41.8,0.07,9.74,0,27.99,,22,1,,21.25,22,,18.78125
194.1631099,198.800323,-271.5107821,199.0312536,199.1234141,-271.0875332,173.8037588,,44.19,0.08,9.57,0,27.71,,22,1,,21.25,22,,18.78125
194.1631099,198.800323,-271.5107821,199.0312536,199.1234141,-271.0875332,173.7576386,,41.91,-0.12,10.14,0,27.99,,22,1,,21.25,22,,18.78125
194.1631099,198.800323,-271.5107821,199.0312536,199.100346,-271.0875332,173.7576386,,40.38,-0.11,9.71,0,27.77,,22,1,,21.25,22,,18.78125
194.1631099,198.800323,-271.5107821,199.0312536,199.100346,-271.0875332,173.7576386,,42.64,-0.21,10.07,0,27.8,,22,1,,21.25,22,,18.8125
194.1631099,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.7576386,,41.08,0.49,9.82,0,29.24,,22,1,,21.25,22,,18.75
194.1631099,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.7576386,,40.9,-0.37,9.74,0,33,,22,1,,21.03125,22,,18.75
194.1631099,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.7576386,,45.36,-0.56,9.73,0,32.16,,22,1,,21.25,22,,18.75
194.1631099,198.8233937,-271.5107821,199.0312536,199.100346,-271.0875332,173.7576386,,41.53,-0.64,9.71,0,30.51,,22,1,,21.25,22,,18.75
194.1631099,198.8233937,-271.5107821,199.0312536,199.1234141,-271.0875332,173.7576386,,37.5,-0.08,10.17,0,28.96,,22,1,,21.4375,22,,18.75
194.1631099,198.8233937,-271.5107821,199.0312536,199.1234141,-271.0875332,173.7576386,,42.46,-0.26,10.2,0,28.47,,22,1,,21.4375,22,,18.75
